,,,,,,,,atoms in the molecule,,,,,,,,,,,hydroxyl,aldehyde,ketone,carboxylic acid,ester,ether,nitro,nitrate,peroxyacyl nitrate ,peracid,peroxide,,ABSOLV predicted solute descriptors,,,,,,predicted partitioning coefficients,,,,,,,,
ID,MCM_ID,SMILES,structure,MF,MW,PRECURSOR,oxidation genration,C,H,N,O,Cl,S,Br,Number of Atoms,O:C,average carbon oxidation state,AROMATIC,ROH,RCHO,RCOR',RCOOH,RCOOR',ROR',NO2,NO3,PAN,RCOOOH,ROOH& ROOR',Number of functional groups,Pi2 (S),LogL16 (L),McGowan Volume (V),BetaH2 (B),AlphaH2 (A),R2 (E),ppLFER_logKWIOM/G,ppLFER_logKW/G,SPARC_logKWIOM/G,SPARC_logKW/G,COSMOtherm_logKWIOM/G,COSMOtherm_logKW/G,COSMOtherm vapor pressure (kPa),COSMOtherm activity coefficients in WIOM,COSMOtherm activity coefficient in water
3237,HO13C5,CCC(CCO)O,,C5H12O2,104.15,UNKNOWN,N/A,5,12,0,2,0,0,0,19,0.4,-1.6,0,2,0,0,0,0,0,0,0,0,0,0,2,0.72,3.8,0.93,0.62,0.63,0.41,5.6,6.13,6.03,6.87,5.97,6.56,1.19E-03,9.7,3.07E+01
3238,H2M2C3CO3H,CC(C)(CC(=O)OO)O,,C5H10O4,134.13,UNKNOWN,N/A,5,10,0,4,0,0,0,19,0.8,-0.4,0,1,0,0,0,0,0,0,0,0,1,0,2,1.06,4.2,1,0.95,0.63,0.45,6.5,8.51,7.13,8.15,5.58,4.51,1.76E-02,1.63,2.32E+02
3239,IPROMCPAN,CC(C)OC(C)C(=O)OON(=O)=O,,C6H11NO6,193.15,DIIPRETHER,2,6,11,1,6,0,0,0,24,1,-0.67,0,0,0,0,0,0,1,0,0,1,0,0,2,1.28,5.19,1.32,0.77,0,0.31,5.8,5.3,6.3,4.69,5.11,0.97,1.12E-01,0.76,1.27E+05
3240,C91OOH,CCCCC(CC(=O)CC)OO,,C9H18O3,174.24,UNKNOWN,N/A,9,18,0,3,0,0,0,30,0.33,-1.33,0,0,0,1,0,0,0,0,0,0,0,1,2,1.11,6.02,1.51,0.87,0.31,0.46,7.2,6.62,7.11,6.07,7.96,6.03,7.10E-05,1.68,1.75E+03
3241,C1311OH,C=C(CCC=O)C1(CC(C)(C)C1CCO)O,,C13H22O3,226.31,BCARY,1,13,22,0,3,0,0,0,38,0.23,-1.23,0,2,1,0,0,0,0,0,0,0,0,0,3,1.25,8.03,1.92,1.04,0.63,0.92,10,8.98,10.9,10.3,8.92,7.19,5.31E-06,2.51,1.62E+03
3242,M3PEANO3,CCC(C)CCON(=O)=O,,C6H13NO3,147.17,M3PE,1,6,13,1,3,0,0,0,23,0.5,-2,0,0,0,0,0,0,0,0,1,0,0,0,1,0.74,4.31,1.19,0.2,0,0.2,4.1,1.19,4.91,1.48,4.24,0.05,4.55E-01,1.38,2.59E+05
3243,BOXMCO3H,CCCCOCC(=O)OO,,C6H12O4,148.16,BUOX2ETOH,2,6,12,0,4,0,0,0,22,0.67,-0.67,0,0,0,0,0,0,1,0,0,0,1,0,2,1.01,4.56,1.15,0.86,0.31,0.3,5.8,6.55,5.92,4.6,5.79,3.3,1.85E-02,0.95,3.65E+03
3244,BOXOHPROL,CCCC(O)OCC(C)O,,C7H16O3,148.2,BOX2PROL,1,7,16,0,3,0,0,0,26,0.43,-1.43,0,2,0,0,0,0,1,0,0,0,0,0,3,0.8,5.15,1.27,0.96,0.54,0.5,6.7,7.52,6.9,7.27,7.45,7.2,6.33E-05,6.08,1.34E+02
3245,INANCOCO3H,CC(C(=O)CON(=O)=O)(C(=O)OO)ON(=O)=O,,C5H6N2O10,254.11,C5H8,3,5,6,2,10,0,0,0,23,2,0.8,0,0,0,1,0,0,0,0,2,0,1,0,4,2.42,7.46,1.43,1.24,0.31,0.84,9.9,12.02,11.22,10.52,7.53,3.47,2.20E-02,0.01,2.06E+03
3246,BCALACO,C=C(CCC=O)C1CC(C)(C)C1CC(=O)C(=O)C,,C15H22O3,250.33,BCARY,1,15,22,0,3,0,0,0,40,0.2,-1.07,0,0,1,2,0,0,0,0,0,0,0,0,3,1.75,8.96,2.12,1.1,0,0.96,9.5,7.82,8.79,6.93,9.43,6.05,4.49E-06,0.9,2.65E+04
3247,EPXMKTCO3H,CC(=O)C1C(C)(C(=O)OO)O1,,C6H8O5,160.12,UNKNOWN,N/A,6,8,0,5,0,0,0,19,0.83,0.33,0,0,0,1,0,0,1,0,0,0,1,0,3,1.51,5.1,1.05,1.2,0.31,0.72,6.9,9.79,7.2,7.89,6.99,6.48,1.10E-03,1.01,4.00E+01
3248,ACBUONANO3,CC(=O)CC(OC(=O)C)ON(=O)=O,,C6H9NO6,191.14,NBUTACET,2,6,9,1,6,0,0,0,22,1,-0.33,0,0,0,1,0,1,0,0,1,0,0,0,3,1.63,5.63,1.28,0.83,0,0.47,6.5,6.62,7.47,6.72,7.19,4.34,8.53E-04,0.82,7.08E+03
3249,C623OOH,CC(CO)(C(C=O)CO)OO,,C6H12O5,164.16,LIMONENE,3,6,12,0,5,0,0,0,23,0.83,-0.33,0,2,1,0,0,0,0,0,0,0,0,1,4,1.57,6.12,1.2,1.53,0.85,0.91,9.5,13.82,9.68,12.25,8.61,9.38,4.45E-06,6.03,1.26E+01
3250,C519CO3H,CC(=O)C(CCO)C(=O)OO,,C6H10O5,162.14,LIMONENE,3,6,10,0,5,0,0,0,21,0.83,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1.61,5.62,1.16,1.25,0.63,0.69,8.4,11.46,9.15,10.58,7.74,7.12,9.26E-05,2.17,1.10E+02
3251,LMKAOH,CC(=O)C1CCC(C)(C(C1)O)O,,C9H16O3,172.22,LIMONENE,2,9,16,0,3,0,0,0,28,0.33,-1.11,0,2,0,1,0,0,0,0,0,0,0,0,3,1.22,6.26,1.4,0.98,0.54,0.82,8.1,8.68,8.88,10.17,8.93,9.45,2.96E-06,4.36,1.62E+01
3252,EPXMEDCO2H,CCC1(C=O)C(C)(C(=O)O)O1,,C7H10O4,158.15,OETHTOL,3,7,10,0,4,0,0,0,21,0.57,-0.29,0,0,1,0,1,0,1,0,0,0,0,0,3,1.29,5.16,1.14,0.92,0.57,0.62,7.4,8.74,6.94,7.56,7.73,7.09,2.18E-04,0.94,5.00E+01
3253,DETLBPR2OH,CCC1=CC2(CC)C(C(C)(C1O)OO2)O,,C11H18O4,214.26,DIET35TOL,1,11,18,0,4,0,0,0,33,0.36,-0.91,0,2,0,0,0,0,0,0,0,0,0,1,3,1,7.36,1.63,1.38,0.46,1.09,8.6,10,9.48,8.61,10.44,9.31,1.53E-07,2.58,4.33E+02
3254,CO36C10,CCCCC(=O)CCC(=O)CC,,C10H18O2,170.25,NC10H22,2,10,18,0,2,0,0,0,30,0.2,-1.4,0,0,0,2,0,0,0,0,0,0,0,0,2,1.19,6.12,1.55,0.66,0,0.42,6.4,4.45,6.94,5.28,6.9,4.8,1.76E-03,0.79,1.20E+03
3255,CO36C12,CCCCCCC(=O)CCC(=O)CC,,C12H22O2,198.3,NC12H26,2,12,22,0,2,0,0,0,36,0.17,-1.5,0,0,0,2,0,0,0,0,0,0,0,0,2,1.2,7.11,1.83,0.67,0,0.41,7.2,4.31,7.75,5.14,7.85,4.71,1.60E-04,0.97,1.65E+04
3256,H2M2C65NO3,CC(CCC(C)(C)O)ON(=O)=O,,C7H15NO4,177.2,M2HEX,1,7,15,1,4,0,0,0,27,0.57,-1.71,0,1,0,0,0,0,0,0,1,0,0,0,2,0.95,5.31,1.39,0.51,0.31,0.38,6.3,4.4,7.14,5.53,6.63,3.95,1.40E-03,1.83,1.07E+04
3257,HO8C9OOH,CCCCCCCC(COO)O,,C9H20O3,176.25,NC12H26,2,9,20,0,3,0,0,0,32,0.33,-1.56,0,1,0,0,0,0,0,0,0,0,0,1,2,0.83,6.25,1.55,0.94,0.54,0.48,7.7,7.33,8.38,5.96,8.42,6.2,9.06E-06,4.55,9.27E+03
3258,BPINCNO3,CC(C)(C1CC=C(CC1)CO)ON(=O)=O,,C10H17NO4,215.25,BPINENE,1,10,17,1,4,0,0,0,32,0.4,-1.4,0,1,0,0,0,0,0,0,1,0,0,0,2,1.1,6.94,1.66,0.58,0.31,0.72,7.7,5.2,9.86,6.61,8.48,5.6,1.75E-05,2.06,1.93E+04
3259,IPROC21OOH,CC(C)OC(C)OO,,C5H12O3,120.15,DIIPRETHER,1,5,12,0,3,0,0,0,20,0.6,-1.2,0,0,0,0,0,0,1,0,0,0,0,1,2,0.74,3.59,0.99,0.8,0.31,0.3,4.7,5.62,4.78,4.2,5.51,4.76,2.02E-02,1.68,1.14E+02
3260,IPRACBCO3H,CC(C(=O)OO)OC(=O)C,,C5H8O5,148.11,UNKNOWN,N/A,5,8,0,5,0,0,0,18,1,0.4,0,0,0,0,0,1,0,0,0,0,1,0,2,1.23,4.19,1.02,1,0.31,0.34,5.8,7.83,6.44,6.22,6.17,4.2,1.04E-02,0.71,8.14E+02
3261,HCOCO2H,C(=O)C(=O)O,,C2H2O3,74.04,UNKNOWN,N/A,2,2,0,3,0,0,0,7,1.5,2,0,0,1,0,1,0,0,0,0,0,0,0,2,1.16,2.7,0.48,0.65,0.57,0.41,5,7.49,4.36,4.56,4.8,5.22,3.85E-01,0.47,2.10E+00
3262,PBENZ,CCCc1ccccc1,,C9H12,120.19,PBENZ,0,9,12,0,0,0,0,0,21,0,-1.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0.64,4.42,1.14,0.12,0,0.58,4,0.77,3.81,0.2,4.56,0.8,2.04E-01,1.47,1.03E+05
3263,NPXYOLOH,CC1=CC(C2(C)C(C1OO2)ON(=O)=O)(O)O,,C8H11NO7,233.18,PXYL,2,8,11,1,7,0,0,0,27,0.88,-0.25,0,2,0,0,0,0,0,0,1,0,0,1,4,1.6,7.5,1.44,1.43,0.52,1.26,9.5,12.2,9.65,9.86,9.65,7.8,2.47E-06,1,8.66E+02
3264,HIEB1OOH,C(C(C(C=O)(CO)OO)O)O,,C5H10O6,166.13,C5H8,3,5,10,0,6,0,0,0,21,1.2,0.4,0,3,1,0,0,0,0,0,0,0,0,1,5,1.83,6.39,1.12,1.8,1.08,1.11,10.7,16.95,10.55,14.59,9.27,10.19,1.03E-06,5.68,8.49E+00
3265,BCARY,C\C1=CCCC(=C)C2CC(C)(C)C2CC1,,C15H24,204.35,BCARY,0,15,24,0,0,0,0,0,39,0,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,6.86,1.92,0.26,0,0.65,5.9,0.19,6.77,-1.09,6.63,1.38,6.08E-04,4.18,9.14E+06
3266,METACETOH,CC(=O)OCO,,C3H6O3,90.08,UNKNOWN,N/A,3,6,0,3,0,0,0,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0.85,2.7,0.66,0.64,0.31,0.27,3.9,5.37,4.66,5.41,4.24,4.38,4.24E-01,1.52,1.32E+01
3267,CLCOCL2OOH,C(=O)(C(Cl)(Cl)OO)Cl,,C2HCl3O3,179.39,CHCL2CHCL2,2,2,1,0,3,3,0,0,9,1.5,4,0,0,0,1,0,0,0,0,0,0,0,1,5,1.38,4.31,0.89,0.82,0.31,0.77,5.9,7.58,5.74,4.87,5.94,3.71,3.64E-01,0.04,7.10E+01
3268,CONM2CHO,CC(C=O)(C=O)ON(=O)=O,,C4H5NO5,147.09,UNKNOWN,N/A,4,5,1,5,0,0,0,15,1.25,0,0,0,2,0,0,0,0,0,1,0,0,0,3,1.78,4.79,0.94,0.78,0,0.64,5.8,7.09,6.14,6.58,4.72,2.03,3.91E-01,0.54,3.16E+03
3269,M3CO245C6,CC(C(=O)C)C(=O)C(=O)C,,C7H10O3,142.15,M3HEX,3,7,10,0,3,0,0,0,20,0.43,-0.57,0,0,0,3,0,0,0,0,0,0,0,0,3,1.66,5.23,1.14,0.98,0,0.64,6.2,7.59,5.61,6.18,5.81,4.31,1.76E-02,0.97,3.68E+02
3270,C929OOH,CC(=O)CC(C(=O)C(C)(C)CO)OO,,C9H16O5,204.22,BCARY,2,9,16,0,5,0,0,0,30,0.56,-0.67,0,1,0,2,0,0,0,0,0,0,0,1,4,1.81,7.23,1.58,1.49,0.63,0.85,10.1,12.84,10.68,11.9,9.31,8.46,2.36E-06,2.28,1.96E+02
3271,HEX3ONAOH,CCC(=O)CC(C)O,,C6H12O2,116.16,UNKNOWN,N/A,6,12,0,2,0,0,0,20,0.33,-1.33,0,1,0,1,0,0,0,0,0,0,0,0,2,0.94,4.16,1.03,0.65,0.31,0.42,5.3,5.42,5.63,6.19,5.41,5,4.20E-02,1.01,3.15E+01
3272,BZEMUCCO3H,C(=CC1C(C(=O)OO)O1)C=O,,C6H6O5,158.11,UNKNOWN,N/A,6,6,0,5,0,0,0,17,0.83,0.67,0,0,1,0,0,0,1,0,0,0,1,0,3,1.72,5.45,1.01,1.24,0.31,0.92,7.3,10.7,7.74,8.43,7.97,6.46,8.26E-05,1.43,5.59E+02
3273,CY6TRION,C1C(=O)CC(=O)CC1=O,,C6H6O3,126.11,UNKNOWN,N/A,6,6,0,3,0,0,0,15,0.5,0,1,0,0,3,0,0,0,0,0,0,0,0,3,1.75,5.13,0.89,0.93,0,0.85,6,8.1,8.05,10.04,8.32,8.65,6.93E-06,7.51,4.34E+01
3274,HO3C76NO3,CCC(CCC(C)ON(=O)=O)O,,C7H15NO4,177.2,UNKNOWN,N/A,7,15,1,4,0,0,0,27,0.57,-1.71,0,1,0,0,0,0,0,0,1,0,0,0,2,1,5.53,1.39,0.51,0.31,0.41,6.5,4.61,7.53,5.56,6.63,3.68,1.53E-03,1.67,1.83E+04
3275,OXYMUCNO3,CC1(C=O)C(C)(C(C(C=O)ON(=O)=O)O)O1,,C8H11NO7,233.18,OXYL,2,8,11,1,7,0,0,0,27,0.88,-0.25,0,1,2,0,0,0,1,0,1,0,0,0,5,2.12,7.85,1.51,1.49,0.19,1.15,9.5,12.27,10.12,10.89,9.01,6.8,1.55E-05,0.7,1.37E+03
3276,CHOOMCO2H,C(C(O)O)OC=O,,C3H6O4,106.08,UNKNOWN,N/A,3,6,0,4,0,0,0,13,1.33,0.67,0,1,1,0,0,1,0,0,0,0,0,0,3,1.08,3.68,0.72,1.04,0.52,0.55,5.7,9.05,6.2,8.66,6.56,8.3,2.72E-04,11.08,2.48E+00
3277,NDNPXYLOOH,CC1=C(C(C2(C)C(C1(N(=O)=O)OO2)ON(=O)=O)(O)OO)N(=O)=O,,C8H9N3O12,339.17,PXYL,3,8,9,3,12,0,0,0,32,1.5,0,0,1,0,0,0,0,0,2,1,0,0,2,6,2.73,10.03,1.85,2.07,0.54,1.68,13.3,18.04,14.02,12.45,11.01,5.98,9.37E-06,0.01,1.51E+04
3278,C7CO2OHPAN,CC(=CC(=O)C(C(=O)C)O)C(=O)OON(=O)=O,,C8H9NO8,247.16,MXYL,3,8,9,1,8,0,0,0,26,1,0.25,0,1,0,2,0,0,0,0,0,1,0,0,4,2.12,7.08,1.59,1.5,0.1,0.9,8.9,11.36,12.05,12.43,7.79,3.07,4.43E-04,0.4,2.56E+05
3279,DMMAOH,COCOCO,,C3H8O3,92.09,DMM,1,3,8,0,3,0,0,0,14,1,-0.67,0,1,0,0,0,0,2,0,0,0,0,0,3,0.76,2.83,0.71,0.73,0.31,0.28,4,5.62,4.24,5.99,4.73,5.47,6.47E-02,3.1,7.08E+00
3280,C62OOH,CC(=O)C(=O)C(C(=O)C)OO,,C6H8O5,160.12,UNKNOWN,N/A,6,8,0,5,0,0,0,19,0.83,0.33,0,0,0,3,0,0,0,0,0,0,0,1,4,2.08,5.95,1.12,1.47,0.31,0.89,8.3,12.56,7.39,9.54,6.44,4.77,5.76E-03,0.69,3.98E+02
3281,LMLKET,CC(=O)CCC(CC=O)C(=O)C,,C9H14O3,170.21,LIMONENE,2,9,14,0,3,0,0,0,26,0.33,-0.89,0,0,1,2,0,0,0,0,0,0,0,0,3,1.72,6.35,1.42,0.97,0,0.66,7.2,7.52,7.83,8.11,8.06,7.96,9.91E-05,0.96,1.49E+01
3282,PTNNCATOOH,CCC12C(C(C(=C(C1(O)OO)O)C)(N(=O)=O)OO2)ON(=O)=O,,C9H12N2O11,324.2,PETHTOL,3,9,12,2,11,0,0,0,34,1.22,0,0,2,0,0,0,0,0,1,1,0,0,2,6,2.47,10.1,1.88,2.14,0.85,1.66,13.9,19.06,13.92,11.45,11.93,7.63,2.18E-06,0.01,1.43E+03
3283,PXY1OHNO2,Cc1ccc(C)c(c1N(=O)=O)O,,C8H9NO3,167.16,PXYL,2,8,9,1,3,0,0,0,21,0.38,-1,1,1,0,0,0,0,0,1,0,0,0,0,2,1.12,5.71,1.23,0.35,0.11,1,5.9,3.74,7.39,4.32,5.92,2.38,1.29E-02,1.02,4.28E+04
3284,TL4ONO2OOH,CC12C=C(C(C(C1O)OO2)(O)OO)N(=O)=O,,C7H9NO8,235.15,PXYL,3,7,9,1,8,0,0,0,25,1.14,0.29,0,2,0,0,0,0,0,1,0,0,0,2,5,1.94,7.86,1.36,2.07,0.77,1.56,11.1,17.53,11.51,12.83,11.38,9.92,1.79E-07,0.26,9.00E+01
3285,NBUACCOH,CCCC(O)OC(=O)C,,C6H12O3,132.16,NBUTACET,1,6,12,0,3,0,0,0,21,0.5,-1,0,1,0,0,0,1,0,0,0,0,0,0,2,0.84,4.07,1.09,0.67,0.31,0.27,5.2,5.13,5.48,4.94,5.31,3.81,4.42E-02,1.2,4.68E+02
3286,C23O3ECOOH,CCC(OC(=O)C(=O)C)OO,,C6H10O5,162.14,UNKNOWN,N/A,6,10,0,5,0,0,0,21,0.83,0,0,0,0,1,0,1,0,0,0,0,0,1,3,1.49,5.15,1.16,1.19,0.31,0.53,7,9.45,7.03,7.86,7.21,6.01,6.95E-04,0.97,1.87E+02
3287,PBZN,c1ccc(cc1)C(=O)OON(=O)=O,,C7H5NO5,183.12,UNKNOWN,N/A,7,5,1,5,0,0,0,18,0.71,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.6,5.74,1.16,0.57,0,0.83,6.3,5.57,7.35,4.79,5.68,1.02,2.98E-02,0.77,4.23E+05
3288,C831OOH,CC(C)(CC=O)C(CC=O)OO,,C8H14O4,174.19,BCARY,2,8,14,0,4,0,0,0,26,0.5,-0.75,0,0,2,0,0,0,0,0,0,0,0,1,3,1.64,6.17,1.38,1.17,0.31,0.7,8,9.59,7.41,8.85,7.9,7.85,6.00E-05,2.28,3.18E+01
3289,MCATEC1OOH,Cc1cccc(c1OO)O,,C7H8O3,140.14,TOLUENE,3,7,8,0,3,0,0,0,18,0.43,-0.29,1,1,0,0,0,0,0,0,0,0,0,1,2,1.18,5.37,1.03,0.74,0.59,0.99,7.2,8.04,8.35,6.57,7.2,5.72,1.27E-03,0.54,1.99E+02
3290,OET1OHNO2,CCc1c(C)ccc(c1O)N(=O)=O,,C9H11NO3,181.19,OETHTOL,2,9,11,1,3,0,0,0,24,0.33,-1.11,1,1,0,0,0,0,0,1,0,0,0,0,2,1.13,6.21,1.37,0.36,0.11,1,6.4,3.71,8.18,4.56,6.56,2.54,2.81E-03,1.08,1.36E+05
3291,BZBIPEROOH,C1=CC(C2C(C1OO2)O)OO,,C6H8O5,160.12,UNKNOWN,N/A,6,8,0,5,0,0,0,19,0.83,0.33,0,1,0,0,0,0,0,0,0,0,0,2,3,1.32,5.79,0.99,1.5,0.5,1.19,7.6,12.23,9.11,10.35,9.42,9.75,1.56E-06,2.69,1.54E+01
3292,NCO23CHO,C(=O)C(=O)C(=O)CON(=O)=O,,C4H3NO6,161.07,UNKNOWN,N/A,4,3,1,6,0,0,0,14,1.5,1,0,0,1,2,0,0,0,0,1,0,0,0,4,2.28,5.69,0.95,1.06,0,0.85,7.2,9.93,8.32,9.37,5.77,2.43,9.57E-02,0.2,5.22E+03
3293,METLQOOH,CCC1=CC(=O)C(C(C)(C1=O)OO)O,,C9H12O5,200.19,METHTOL,3,9,12,0,5,0,0,0,26,0.56,-0.22,0,1,0,2,0,0,0,0,0,0,0,1,4,1.65,6.84,1.43,1.64,0.4,1.16,8.9,12.61,11.34,11.49,9.61,8.13,2.27E-06,1.2,4.41E+02
3294,CO2C3CHO,CC(=O)CC=O,,C4H6O2,86.09,UNKNOWN,N/A,4,6,0,2,0,0,0,12,0.5,-0.5,0,0,1,1,0,0,0,0,0,0,0,0,2,1.22,3.29,0.7,0.63,0,0.45,3.9,5.05,4.29,5.16,4.57,4.61,2.43E-01,1.27,1.33E+01
3295,CH2CL3OOH,C(C(Cl)(Cl)OO)Cl,,C2H3Cl3O2,165.4,CH2CLCHCL2,1,2,3,0,2,3,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0.92,3.92,0.88,0.61,0.31,0.72,5,5.45,5.96,4.96,6.3,4.48,1.27E-01,0.05,3.53E+01
3296,C510OOH,CC(CON(=O)=O)(C(C=O)O)OO,,C5H9NO7,195.13,C5H8,2,5,9,1,7,0,0,0,22,1.4,0,0,1,1,0,0,0,0,0,1,0,0,1,4,1.64,5.84,1.24,1.38,0.4,0.82,8,11.23,9.64,10.53,8.38,6.63,1.02E-04,0.45,3.09E+02
3297,MPRKAOH,CCC(C(=O)C)O,,C5H10O2,102.13,UNKNOWN,N/A,5,10,0,2,0,0,0,17,0.4,-1.2,0,1,0,1,0,0,0,0,0,0,0,0,2,0.72,3.03,0.89,0.65,0.17,0.35,3.8,4.24,4.96,5.31,4.7,4.07,2.33E-01,0.94,4.93E+01
3298,NC6H14,CCCCCC,,C6H14,86.18,NC6H14,0,6,14,0,0,0,0,0,20,0,-2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,2.73,0.95,0.04,0,0,2.2,-0.92,1.97,-1.78,2.09,-1.42,2.20E+01,4,1.60E+05
3299,C5H8,C=CC(=C)C,,C5H8,68.12,C5H8,0,5,8,0,0,0,0,0,13,0,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,1.98,0.73,0.16,0,0.23,1.6,-0.01,2.14,-0.42,2.16,-0.35,6.71E+01,1.12,4.47E+03
3300,C728OOH,CC(CO)(C(CC=O)CO)OO,,C7H14O5,178.18,LIMONENE,2,7,14,0,5,0,0,0,26,0.71,-0.57,0,2,1,0,0,0,0,0,0,0,0,1,4,1.57,6.61,1.35,1.53,0.85,0.91,9.9,13.71,9.71,12.6,9.26,10.51,6.29E-07,9.62,6.61E+00
3301,INB1HPCO2H,CC(CO)(C(C(=O)O)OO)ON(=O)=O,,C5H9NO8,211.13,C5H8,3,5,9,1,8,0,0,0,23,1.6,0.4,0,1,0,0,1,0,0,0,1,0,0,1,4,1.75,6.74,1.3,1.42,1.11,0.83,10.9,14.68,10.96,11.84,10.01,8.63,3.31E-06,0.32,9.46E+01
3302,C1014CO,CC(C)(CC=O)C(=O)CCC(=O)OC,,C10H16O4,200.23,BCARY,2,10,16,0,4,0,0,0,30,0.4,-0.8,0,0,1,1,0,1,0,0,0,0,0,0,3,1.58,6.53,1.62,1.01,0,0.49,7.3,7.04,8.17,7.68,8.2,7.06,7.87E-05,0.87,1.47E+02
3303,ACCOCOEOOH,CC(C(=O)C(=O)OC(=O)C)OO,,C6H8O6,176.12,NBUTACET,3,6,8,0,6,0,0,0,20,1,0.67,0,0,0,1,0,2,0,0,0,0,0,1,4,1.81,5.55,1.18,1.37,0.31,0.61,7.7,11.16,8.73,9.55,7.49,5.71,4.87E-04,0.72,5.30E+02
3304,CONM2PAN,CC(C=O)(C(=O)OON(=O)=O)ON(=O)=O,,C4H4N2O9,224.08,UNKNOWN,N/A,4,4,2,9,0,0,0,19,2.25,1,0,0,1,0,0,0,0,0,1,1,0,0,3,2.2,6.26,1.23,0.95,0,0.66,7.6,8.79,8.86,8.03,5.05,-0.17,9.79E-01,0.1,2.02E+05
3305,CO2M3C5OH,CC(CCO)C(=O)C,,C6H12O2,116.16,M3PE,1,6,12,0,2,0,0,0,20,0.33,-1.33,0,1,0,1,0,0,0,0,0,0,0,0,2,0.94,4.16,1.03,0.65,0.31,0.42,5.3,5.42,6.19,6.61,5.67,6.04,1.06E-02,2.21,1.15E+01
3306,IPRBQOOH,CC(C)C1=CC(=O)C(C(C1=O)O)OO,,C9H12O5,200.19,IPBENZ,3,9,12,0,5,0,0,0,26,0.56,-0.22,0,1,0,2,0,0,0,0,0,0,0,1,4,1.69,6.94,1.43,1.66,0.4,1.2,9,12.84,11.91,12.22,10,8.47,7.78E-07,1.41,5.79E+02
3307,CH2CLOOH,C(Cl)OO,,CH3ClO2,82.49,UNKNOWN,N/A,1,3,0,2,1,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0.74,2.12,0.49,0.51,0.31,0.37,3.2,4.64,4.8,5.17,4.92,4.64,1.29E+00,0.11,2.36E+00
3308,ACEPROPONE,CC(=O)COC(=O)C,,C5H8O3,116.12,NPROACET,1,5,8,0,3,0,0,0,16,0.6,-0.4,0,0,0,1,0,1,0,0,0,0,0,0,2,1.07,3.55,0.9,0.67,0,0.28,4.1,4.6,5.47,5.63,5.6,5.28,2.51E-02,1.1,2.78E+01
3309,DECOH,CCCCCCCC(CC)O,,C10H22O,158.28,NC10H22,1,10,22,0,1,0,0,0,33,0.1,-2,0,1,0,0,0,0,0,0,0,0,0,0,1,0.47,5.43,1.58,0.36,0.31,0.2,5.8,2.27,5.87,2.7,6.08,2.68,1.61E-03,5.64,1.74E+05
3310,C736CO,C=C(CCC=O)C(=O)C=O,,C7H8O3,140.14,BCARY,2,7,8,0,3,0,0,0,18,0.43,-0.29,0,0,2,1,0,0,0,0,0,0,0,0,3,1.79,5.42,1.1,0.99,0,0.78,6.5,8.1,6.94,7.52,6.11,4.83,7.23E-03,1.17,2.73E+02
3311,C5124COOOH,C(C(=O)C=O)C(=O)COO,,C5H6O5,146.1,UNKNOWN,N/A,5,6,0,5,0,0,0,16,1,0.8,0,0,1,2,0,0,0,0,0,0,0,1,4,2.15,5.7,0.98,1.42,0.31,0.9,8.1,12.67,7.8,9.86,6.39,5.44,3.90E-03,1.14,1.23E+02
3312,MNCATECOOH,CC12C(C(C(=C(C1(O)OO)O)N(=O)=O)OO2)O,,C7H9NO9,251.15,TOLUENE,3,7,9,1,9,0,0,0,26,1.29,0.57,0,3,0,0,0,0,0,1,0,0,0,2,6,2.16,8.57,1.42,2.36,1.08,1.74,13,20.85,13.6,14.6,11.69,11.02,2.66E-07,0.08,4.84E+00
3313,C822NO3,C=C(C)C(CC=O)CCON(=O)=O,,C8H13NO4,187.19,LIMONENE,1,8,13,1,4,0,0,0,26,0.5,-1.25,0,0,1,0,0,0,0,0,1,0,0,0,2,1.3,5.95,1.44,0.56,0,0.53,6.3,4.33,7.2,4.79,6.89,3.44,1.42E-03,0.98,3.38E+04
3314,C116CO3H,CC1(C)CC(C1CC=O)C(=O)CCC(=O)OO,,C12H18O5,242.27,BCARY,3,12,18,0,5,0,0,0,35,0.42,-0.67,0,0,1,1,0,0,0,0,0,0,1,0,3,1.91,8.42,1.86,1.32,0.31,0.91,10.2,10.85,10.36,9.76,9.7,6.67,2.11E-06,1.05,1.35E+04
3315,TM135MUOH,CC(=O)C(C(C)(C1C(C)(C=O)O1)O)O,,C9H14O5,202.2,TM135B,2,9,14,0,5,0,0,0,28,0.56,-0.44,0,2,1,1,0,0,1,0,0,0,0,0,5,1.61,6.55,1.48,1.56,0.36,1.02,8.6,11.71,9.54,11.76,8.44,7.52,2.47E-05,1.63,1.65E+02
