P__Num,Volume,Overall_surface,Fast_dis,Radius,Lengh_X,Lengh_Y,Lengh_Z,Mulliken,Hardness,Ele_ind,Softness,Nuc_ind, Dipole X, Dipole Y, Dipole Z, Dipole Tot,HOMO(a.u.),HOMO(eV),LUMO(a.u.),LUMO(eV),gap(a.u.),gap(eV)
P_1240,1899.56313,1017.12709,9.891,6.145,12.193,9.566,7.982,0.114198,0.300443,0.021703,3.328414,0.134928,0.9069,-1.5954,-3.6701,4.1033,-0.200269,-5.449596,-0.026671,-0.725756,0.173598,4.72384
P_1241,2047.10797,979.89496,8.237,5.318,10.396,9.845,7.403,0.109172,0.297504,0.020031,3.361298,0.140047,1.6542,-0.0615,-1.8284,2.4665,-0.19515,-5.310313,-0.027236,-0.741129,0.167914,4.569184
P_1242,2237.36634,1156.12945,11.574,6.987,13.903,9.822,8.706,0.110284,0.291774,0.020842,3.427312,0.131625,-0.1718,1.1458,-1.7198,2.0737,-0.203573,-5.539499,-0.028296,-0.769983,0.175277,4.769516
P_1243,1409.18914,788.0486,8.273,5.337,10.61,8.516,6.803,0.122364,0.349885,0.021397,2.858081,0.106123,-1.7194,-1.1611,1.4858,2.5519,-0.229074,-6.233428,-0.012897,-0.350939,0.216177,5.882489
P_1244,1541.80948,855.91776,9.428,5.914,11.724,9.297,6.542,0.125995,0.341429,0.023248,2.928871,0.104644,-0.1672,-1.3287,-1.9716,2.3834,-0.230555,-6.273712,-0.01975,-0.53743,0.210805,5.736282
P_1245,1668.93929,896.49882,9.202,5.801,11.522,8.96,6.702,0.128201,0.340944,0.024103,2.933037,0.102082,0.5925,-0.946,-1.9111,2.2132,-0.233117,-6.343436,-0.021651,-0.589149,0.211466,5.754287
P_1246,1794.404,979.77748,10.275,6.338,12.655,10.107,6.752,0.12508,0.339039,0.023073,2.949509,0.106789,-0.5113,-0.7278,-2.2184,2.3901,-0.228409,-6.215328,-0.019332,-0.526041,0.209077,5.689288
P_1247,1994.18219,1055.24444,10.198,6.299,11.744,11.931,7.641,0.128023,0.29063,0.028197,3.440806,0.121305,1.3713,1.2131,-1.6273,2.4496,-0.213892,-5.820303,-0.040385,-1.098931,0.173507,4.721372
P_1248,1597.71725,871.8086,9.82,6.11,11.982,8.429,6.436,0.119451,0.325693,0.021905,3.070375,0.116824,0.0047,1.3302,-0.1738,1.3415,-0.218374,-5.942258,-0.020393,-0.554921,0.197981,5.387337
P_1249,1539.58606,863.58192,9.609,6.005,11.676,9.12,7.056,0.122192,0.338864,0.022031,2.951033,0.107843,1.3709,-1.0363,1.8518,2.5263,-0.227355,-6.186643,-0.016445,-0.447485,0.21091,5.739157
P_1250,1528.32396,850.37731,8.725,5.838,11.373,9.098,6.721,0.128133,0.337187,0.024346,2.965717,0.102554,0.1816,-0.1602,1.5319,1.5509,-0.232644,-6.330563,-0.022253,-0.605525,0.210391,5.725038
P_1251,1572.99151,863.88975,8.031,5.54,10.8,10.172,6.886,0.132108,0.3295,0.026483,3.034898,0.100538,0.1882,0.0127,2.0102,2.019,-0.23466,-6.385412,-0.029241,-0.795696,0.205418,5.589716
P_1252,1753.52998,961.96999,11.522,6.961,13.812,8.004,7.053,0.121297,0.343181,0.021436,2.913918,0.102927,0.6485,0.156,-1.984,2.0932,-0.232272,-6.320431,-0.014922,-0.406046,0.21735,5.914385
P_1253,1822.82932,945.19314,9.013,5.706,10.89,9.327,8.06,0.124798,0.333123,0.023376,3.001898,0.105514,-0.5705,-2.6529,-0.5844,2.7758,-0.229681,-6.249946,-0.016194,-0.44065,0.213488,5.809296
P_1254,2018.40059,961.57248,8.392,5.396,10.664,9.144,8.812,0.116877,0.308425,0.022145,3.242277,0.128515,-0.8376,-0.1282,-1.2336,1.4966,-0.206683,-5.624141,-0.024094,-0.655633,0.182589,4.968508
P_1255,2385.80238,1252.19736,12.903,7.651,15.048,10.239,8.054,0.11112,0.297557,0.020748,3.360704,0.135899,2.4103,1.1945,-0.4186,2.7225,-0.199298,-5.423178,-0.022644,-0.61617,0.176654,4.807007
P_1256,1670.86522,888.818,10.344,6.372,12.649,8.123,6.741,0.127111,0.335765,0.02406,2.978276,0.100634,0.2196,-2.1474,-0.5348,2.2238,-0.234562,-6.382762,-0.020397,-0.555022,0.214166,5.827741
P_1257,1655.74413,892.15074,10.132,6.266,12.693,7.517,7.034,0.132618,0.340866,0.025798,2.933704,0.097251,2.1747,0.3479,2.1079,3.0485,-0.237947,-6.474858,-0.026529,-0.721904,0.211417,5.752954
P_1258,2679.42994,1446.13231,15.971,9.185,18.185,12.199,6.647,0.141343,0.268836,0.037156,3.719736,0.119313,-1.5278,-4.2316,-2.7548,5.2753,-0.215884,-5.874501,-0.066801,-1.817742,0.149083,4.056759
P_1259,1259.41147,728.34714,8.41,5.565,10.96,7.197,6.314,0.142423,0.350445,0.028941,2.853512,0.095068,-2.9023,-1.9669,1.7647,3.925,-0.240125,-6.534145,-0.044241,-1.203852,0.195885,5.330293
P_1260,2677.49184,1396.31324,14.847,8.624,16.803,12.51,7.5,0.123711,0.310532,0.024642,3.220283,0.108485,1.8431,4.135,1.1112,4.6615,-0.226712,-6.169151,-0.033196,-0.903301,0.193516,5.265851
P_1261,2374.72151,1242.60046,14.385,8.528,16.842,9.01,6.929,0.127708,0.312859,0.026065,3.196328,0.103278,-3.9664,-2.9479,0.0256,4.942,-0.231918,-6.310812,-0.026635,-0.724765,0.205283,5.586047
P_1262,2285.96815,1228.50962,15.739,9.345,18.665,8.345,7.102,0.117846,0.312452,0.022224,3.200496,0.115525,-1.8909,4.0503,0.3539,4.4839,-0.219672,-5.977577,-0.015932,-0.433537,0.20374,5.544039
P_1263,2433.71194,1295.87547,15.064,8.732,17.452,9.859,7.424,0.13435,0.291013,0.031012,3.436278,0.105399,-2.6384,2.2297,-0.1948,3.4598,-0.229798,-6.253126,-0.050308,-1.368947,0.17949,4.884179
P_1264,2841.31472,1505.73044,17.598,9.999,19.946,11.871,6.102,0.136812,0.273922,0.034166,3.65068,0.107474,2.1141,-1.4213,1.2899,2.8554,-0.227722,-6.196632,-0.05617,-1.528451,0.171552,4.668181
P_1265,2625.06349,1428.26068,19.156,10.778,21.501,9.808,6.878,0.130071,0.294218,0.028751,3.398838,0.106689,0.263,2.6609,-4.1195,4.9111,-0.228509,-6.218038,-0.04093,-1.113762,0.187579,5.104276
P_1266,2680.43751,1315.22559,12.644,7.522,14.777,10.333,7.385,0.115755,0.319842,0.020947,3.126547,0.11558,2.6873,-1.1357,1.3859,3.2298,-0.219616,-5.976061,-0.008096,-0.220304,0.21152,5.755757
P_1267,2230.98695,1205.28655,13.696,8.048,16.129,10.026,7.547,0.112443,0.314164,0.020123,3.183055,0.122352,-1.744,-3.5014,0.1439,3.9144,-0.212845,-5.791798,-0.013231,-0.360034,0.199614,5.431764
P_1268,2679.84096,1358.71154,12.895,7.648,14.874,9.051,8.463,0.112905,0.322766,0.019747,3.098217,0.114042,-2.4862,-1.357,1.1838,3.0698,-0.221154,-6.017919,-0.005566,-0.151447,0.215589,5.866472
P_1269,2423.05072,1286.57577,13.723,8.062,15.982,10.6,7.841,0.113459,0.31393,0.020503,3.185427,0.123535,0.8603,-1.9989,-2.0794,3.01,-0.211661,-5.759592,-0.004971,-0.135274,0.20669,5.624318
P_1270,2500.24032,1330.40982,16.046,9.223,18.396,10.669,5.63,0.118665,0.282506,0.024922,3.539754,0.130368,-0.6716,-2.4017,1.9356,3.1569,-0.204829,-5.573676,-0.03556,-0.967639,0.169269,4.606037
P_1271,2420.38573,1298.77527,13.383,7.892,15.505,11.312,6.914,0.112019,0.317511,0.019761,3.149495,0.121912,1.4339,-0.9522,3.0813,3.5294,-0.213286,-5.803796,-0.003028,-0.082396,0.210258,5.7214
P_1272,2668.0702,1352.67063,14.136,8.268,15.915,9.34,7.849,0.118161,0.327404,0.021322,3.054327,0.104242,1.1043,-0.4247,-2.7303,2.9756,-0.230955,-6.284608,-0.00207,-0.056323,0.228885,6.228285
P_1273,2814.54549,1493.81041,17.468,9.934,19.527,11.29,7.378,0.137123,0.280626,0.033501,3.563463,0.111735,4.3046,-2.8707,-5.395,7.475,-0.223463,-6.080747,-0.056733,-1.543792,0.16673,4.536955
P_1274,2625.4752,1385.27785,16.057,9.228,18.411,10.264,7.681,0.119148,0.281421,0.025222,3.553396,0.131121,1.0355,1.8155,1.6019,2.6334,-0.204075,-5.553176,-0.034865,-0.948732,0.16921,4.604444
P_1275,2756.69642,1434.12176,14.738,8.569,16.794,11.642,7.643,0.126071,0.282219,0.028159,3.543353,0.118764,-2.8782,-1.5498,-1.3142,3.5232,-0.216433,-5.889437,-0.045018,-1.225005,0.171415,4.664432
P_1276,3922.40485,1971.68921,21.389,11.894,23.533,12.267,8.393,0.118549,0.280216,0.025077,3.568672,0.131475,-0.7059,-2.1888,-0.9703,2.4961,-0.20372,-5.543508,-0.034604,-0.941632,0.169116,4.601876
P_1277,2871.15707,1466.76406,13.833,8.116,15.918,11.189,9.526,0.122283,0.2835,0.026373,3.52734,0.130624,-3.8117,-3.8351,-0.5376,5.4338,-0.204572,-5.566694,-0.034672,-0.943465,0.169901,4.623229
P_1278,3018.91505,1501.60474,13.103,7.927,15.578,11.504,8.12,0.121644,0.281823,0.026253,3.548323,0.129286,-1.3618,1.6533,-0.8523,2.3053,-0.20591,-5.603094,-0.037236,-1.013252,0.168674,4.589843
P_1279,2678.53315,1334.49247,13.743,8.071,16.123,9.12,9.138,0.122185,0.283721,0.02631,3.524595,0.128654,1.4727,-1.7422,-2.8525,3.6525,-0.206542,-5.6203,-0.036627,-0.996667,0.169915,4.623634
P_1280,3213.4514,1695.94764,15.136,8.768,16.457,14.613,9.44,0.119809,0.282041,0.025447,3.545588,0.128937,-1.4712,-1.4331,0.7561,2.1886,-0.20626,-5.612614,-0.036196,-0.984932,0.170064,4.627682
P_1281,3067.67682,1539.78819,14.565,8.482,16.759,13.418,7.002,0.114057,0.280515,0.023188,3.564869,0.135733,2.2248,4.484,1.2334,5.1553,-0.199463,-5.427669,-0.031061,-0.845203,0.168403,4.582466
P_1282,3035.75039,1513.92876,15.249,8.825,17.454,11.222,8.663,0.116291,0.277745,0.024345,3.600419,0.136601,-1.9263,0.1147,-2.5497,3.1977,-0.198596,-5.404068,-0.030494,-0.829797,0.168101,4.574272
P_1283,2620.37367,1348.70526,16.622,9.511,18.906,9.393,7.508,0.180738,0.407845,0.040047,2.45191,0.133743,1.799,-0.5736,2.844,3.4138,-0.201453,-5.481826,-0.031734,-0.863519,0.16972,4.618308
P_1284,2374.10613,1253.64155,12.688,7.544,14.809,10.425,7.775,0.127326,0.284357,0.028506,3.516705,0.120107,2.0522,-2.4795,0.7582,3.3067,-0.21509,-5.852884,-0.04504,-1.225593,0.17005,4.627291
P_1285,1623.79806,905.21587,12.174,7.287,14.41,7.99,5.93,0.114593,0.345393,0.01901,2.895255,0.11751,-0.6845,3.0167,0.0134,3.0934,-0.217687,-5.923569,-0.006188,-0.168376,0.211499,5.755193
P_1286,2380.93825,1235.11404,14.22,8.31,16.513,10.262,7.023,0.119954,0.290139,0.024797,3.446628,0.130786,0.0578,1.8132,-2.2198,2.8668,-0.20441,-5.562267,-0.035116,-0.955553,0.169294,4.606713
P_1287,2407.05132,1294.61504,14.945,8.672,17.188,8.494,7.669,0.123514,0.322081,0.023683,3.104806,0.109999,5.8002,3.9096,1.3504,7.124,-0.225198,-6.12794,-0.022464,-0.61129,0.202733,5.51665
P_1288,2098.51709,1132.86543,15.162,8.781,17.411,8.009,6.465,0.112173,0.315707,0.019928,3.167497,0.125221,-3.3859,1.3088,0.2633,3.6395,-0.209977,-5.713759,-0.017018,-0.463089,0.192959,5.25067
P_1289,2428.41375,1295.39554,16.555,9.478,18.755,9.045,7.242,0.115062,0.274749,0.024094,3.639688,0.129775,-1.3287,-4.0465,-0.7505,4.3247,-0.205422,-5.589817,-0.035361,-0.962233,0.170061,4.627584
P_1290,2756.28965,1360.4147,11.656,7.028,13.769,10.934,8.266,0.126294,0.298499,0.026718,3.350095,0.117389,-2.5191,-3.0307,-1.3954,4.1807,-0.217807,-5.926842,-0.032311,-0.879224,0.185497,5.047618
P_1291,2340.02183,1255.00184,12.947,7.674,15.129,10.332,7.753,0.121548,0.289171,0.025545,3.458167,0.128583,1.6741,0.7672,-1.8454,2.607,-0.206614,-5.62224,-0.037218,-1.012751,0.169396,4.609489
P_1292,1926.02191,1016.88685,12.534,7.467,14.832,7.518,7.124,0.117044,0.336961,0.020328,2.9677,0.110172,1.1368,-0.9879,-0.9453,1.7782,-0.225025,-6.123239,-0.013304,-0.362008,0.211721,5.761231
P_1293,2231.6179,1193.08078,16.007,9.203,18.34,8.212,6.558,0.130844,0.299189,0.028611,3.342369,0.118714,1.5414,0.439,3.9374,4.2511,-0.216483,-5.890789,-0.044253,-1.204185,0.17223,4.686604
P_1294,1884.14548,1041.75991,12.649,7.699,15.372,9.221,6.948,0.119131,0.343878,0.020636,2.908008,0.113676,1.4364,2.791,4.7665,5.7072,-0.22152,-6.027856,-0.009734,-0.264882,0.211785,5.762974
P_1295,2214.57528,1209.3611,16.574,9.662,19.09,8.834,6.07,0.123936,0.291113,0.026382,3.435094,0.126995,-3.8629,5.0877,-1.5609,6.576,-0.2082,-5.665411,-0.03869,-1.052818,0.16951,4.612593
P_1296,2544.26095,1390.82714,16.616,9.508,18.839,8.057,7.975,0.133026,0.312206,0.02834,3.203016,0.102192,-2.5518,4.2115,4.9119,6.9552,-0.23301,-6.340531,-0.036134,-0.983263,0.196876,5.357268
P_1297,2459.16331,1327.34246,17.926,10.163,20.314,9.389,5.877,0.143994,0.271462,0.03819,3.683759,0.116917,-0.3231,-2.2949,-1.5098,2.7659,-0.21828,-5.939704,-0.075012,-2.041191,0.143268,3.898513
P_1298,2392.84322,1207.36365,11.291,6.845,12.68,9.523,8.975,0.108637,0.296337,0.019913,3.374533,0.137038,-0.8719,-1.008,-2.2207,2.59,-0.198159,-5.392183,-0.012845,-0.349543,0.185314,5.04264
P_1299,3013.00477,1500.61565,15.416,8.908,17.384,10.404,7.048,0.131697,0.275839,0.031439,3.625299,0.122677,-1.6915,1.735,1.6298,2.9202,-0.212518,-5.782905,-0.042384,-1.15332,0.170134,4.629585
P_1300,2721.39723,1266.29807,11.546,6.973,13.779,11.028,9.126,0.11066,0.277986,0.022026,3.597303,0.1371,-2.2655,-2.0988,-1.0505,3.2621,-0.198094,-5.390423,-0.025609,-0.696844,0.172486,4.693579
P_1301,2037.28237,1085.75287,11.848,7.259,14.336,9.563,7.025,0.136174,0.292353,0.031714,3.420518,0.113333,-5.4542,-0.0612,-1.0558,5.5558,-0.221863,-6.037195,-0.051013,-1.388147,0.170849,4.649048
P_1302,2152.83789,1108.18539,11.726,7.063,14.035,9.568,7.843,0.119465,0.284761,0.02506,3.511716,0.13352,1.9376,0.4812,-0.1869,2.0052,-0.201677,-5.48791,-0.033239,-0.904477,0.168438,4.583433
P_1303,1955.24922,1094.24658,13.273,7.836,15.48,9.294,6.848,0.144028,0.313067,0.03313,3.194201,0.098855,0.2215,-2.7305,-3.9959,4.8447,-0.236343,-6.431211,-0.047536,-1.293528,0.188806,5.137683
P_1304,2698.65673,1358.17113,15.315,8.857,17.687,11.621,7.764,0.12138,0.264676,0.027832,3.778211,0.126796,0.7544,-0.3378,-2.8557,2.9729,-0.208402,-5.670896,-0.039447,-1.073398,0.168955,4.597497
P_1305,1941.39734,1040.48948,13.969,8.184,16.331,8.015,5.935,0.121634,0.286262,0.025841,3.493299,0.126932,-1.7948,4.6665,-0.0305,4.9999,-0.208264,-5.667146,-0.038661,-1.052007,0.169603,4.615139
P_1306,1624.12855,884.33161,11.449,6.925,13.79,7.181,6.932,0.112346,0.34667,0.018204,2.884585,0.119074,1.3041,-3.0568,0.1015,3.3249,-0.216122,-5.880989,-0.003394,-0.09235,0.212729,5.788639
P_1307,2116.3678,1185.20675,15.643,9.021,17.861,8.187,7.055,0.128908,0.308976,0.026891,3.236499,0.105825,-3.2792,-1.8056,3.4725,5.106,-0.229373,-6.241551,-0.034371,-0.935272,0.195002,5.306279
P_1308,2543.32683,1276.83623,11.188,6.794,12.899,10.688,7.878,0.132534,0.29044,0.030239,3.443047,0.110829,0.9999,2.545,2.0068,3.3917,-0.22437,-6.105426,-0.038377,-1.044278,0.185994,5.061149
P_1309,2485.51552,1343.44167,13.557,7.978,15.62,11.093,7.479,0.115896,0.289145,0.023227,3.458474,0.135483,-3.1372,-1.8978,-0.8014,3.7531,-0.199714,-5.434488,-0.030241,-0.82289,0.169473,4.611598
P_1310,2362.97531,1224.67786,12.009,7.205,13.872,9.832,7.264,0.130247,0.308183,0.027523,3.244829,0.108817,5.5922,4.558,0.1325,7.2156,-0.226381,-6.160132,-0.030663,-0.834378,0.195718,5.325754
P_1311,2656.15299,1384.93629,15.319,8.995,17.542,9.763,8.043,0.140538,0.281997,0.03502,3.546143,0.111415,-6.4289,1.3622,-0.771,6.6167,-0.22378,-6.089369,-0.051907,-1.412465,0.171873,4.676904
P_1312,2573.93059,1381.17246,17.816,10.268,20.475,9.588,7.238,0.126515,0.276524,0.028942,3.616317,0.126846,-5.191,-2.0791,-0.7147,5.6374,-0.20835,-5.669486,-0.038758,-1.054651,0.169592,4.614835
P_1313,2458.00516,1309.84931,14.778,8.724,17.321,10.46,7.071,0.13549,0.285746,0.032122,3.499612,0.113685,-6.1525,1.3603,0.6892,6.3387,-0.221512,-6.027638,-0.049621,-1.350253,0.171891,4.677385
P_1314,2907.03453,1524.3955,17.388,9.894,19.645,11.31,7.881,0.129606,0.255808,0.032833,3.909183,0.131606,2.7161,4.2965,1.6866,5.3556,-0.20359,-5.539969,-0.050179,-1.365431,0.153411,4.174537
P_1315,4036.40587,1863.68935,14.502,8.451,16.604,11.555,10.37,0.116985,0.254503,0.026887,3.929219,0.14045,2.7878,7.7797,1.3888,8.38,-0.194747,-5.299348,-0.038198,-1.039432,0.156549,4.259915
P_1316,3865.22065,1950.12735,20.036,11.218,22.207,12.008,7.634,0.128112,0.242763,0.033804,4.119241,0.126318,-0.283,5.2034,2.1586,5.6405,-0.208875,-5.683786,-0.045179,-1.229396,0.163696,4.45439
P_1317,3287.79247,1532.27188,11.411,6.905,13.367,11.854,8.109,0.140162,0.256215,0.038338,3.902969,0.118561,-0.8272,-4.5366,-0.2159,4.6164,-0.216637,-5.894996,-0.067586,-1.839097,0.149052,4.055898
P_1318,2753.88314,1457.34184,14.653,8.526,16.577,10.928,7.937,0.122689,0.310705,0.024223,3.218486,0.111642,-4.5779,-0.3781,3.5806,5.8242,-0.223556,-6.083262,-0.019059,-0.518612,0.204497,5.56465
P_1319,2752.00057,1456.41535,16.3,9.35,18.455,10.592,7.361,0.119614,0.310149,0.023065,3.224258,0.116063,-0.525,-2.3734,1.159,2.693,-0.219131,-5.962866,-0.012995,-0.353615,0.206136,5.609251
P_1320,2439.10958,1292.92009,13.329,7.865,14.641,12.278,6.907,0.114785,0.338965,0.019435,2.950161,0.117645,0.2998,-0.1954,-2.7388,2.7621,-0.217552,-5.91988,-0.006662,-0.181286,0.210889,5.738594
P_1321,2259.79536,1235.03569,13.671,8.036,15.742,11.483,6.833,0.115854,0.34063,0.019702,2.935734,0.117235,-0.9567,1.2117,-2.1468,2.6443,-0.217962,-5.931045,-0.007105,-0.193337,0.210857,5.737708
P_1322,2426.33365,1292.46159,13.043,7.722,13.549,13.187,7.44,0.122282,0.335313,0.022297,2.982288,0.107796,4.18,-1.4813,-0.8839,4.522,-0.227399,-6.187829,-0.013865,-0.377282,0.213534,5.810548
P_1323,2181.27433,1143.15665,11.2,6.8,13.434,11.482,6.684,0.112053,0.342764,0.018316,2.917463,0.119524,-3.0033,-1.8769,0.4287,3.5674,-0.215672,-5.868732,-0.003517,-0.095696,0.212155,5.773036
P_1324,2494.72616,1286.73204,12.364,7.382,14.514,11.042,8.023,0.113427,0.334857,0.019211,2.986347,0.117212,-0.6433,-0.6452,-2.5914,2.7469,-0.217985,-5.931681,-0.00717,-0.195103,0.210815,5.736578
P_1325,2436.49909,1281.83146,15.184,8.792,17.501,9.688,7.27,0.10787,0.339787,0.017122,2.943019,0.120834,0.6147,1.5085,-1.1124,1.9725,-0.214362,-5.833084,-0.001629,-0.04432,0.212733,5.788764
P_1326,2341.37113,1274.54867,17.878,10.139,20.217,8.499,6.923,0.116318,0.330164,0.02049,3.028794,0.116987,-0.0592,-2.965,5.9219,6.623,-0.21821,-5.937794,-0.006708,-0.182541,0.211502,5.755253
P_1327,2542.10735,1292.95818,12.775,7.587,15.105,10.341,7.184,0.128309,0.321544,0.0256,3.109997,0.111262,9.9481,-2.268,0.1966,10.2052,-0.223935,-6.093584,-0.030332,-0.825384,0.193603,5.2682
P_1328,2679.10383,1264.36186,10.632,6.516,12.891,10.521,8.012,0.112213,0.333989,0.018851,2.994112,0.120135,1.4963,-0.7673,-1.3291,2.1434,-0.215062,-5.852125,-0.00522,-0.142044,0.209842,5.710081
P_1329,2167.89551,1145.93671,13.113,8.082,15.984,9.028,7.252,0.119693,0.325615,0.021999,3.071109,0.116747,-2.4737,-0.0532,3.227,4.0664,-0.218451,-5.944351,-0.017234,-0.468948,0.201217,5.475402
P_1330,2207.27915,1199.81572,11.411,6.906,13.154,11.247,6.992,0.106259,0.332961,0.016955,3.003352,0.126829,0.9683,-3.5453,1.6128,4.0135,-0.208368,-5.669976,-0.008671,-0.235945,0.199697,5.434031
P_1331,2472.90547,1362.19037,17.773,10.087,20.123,9.883,7.027,0.129475,0.319404,0.026242,3.130829,0.108477,-3.73,1.0833,-5.3167,6.5843,-0.22672,-6.169367,-0.02953,-0.803565,0.19719,5.365802
P_1332,2306.55337,1187.72887,12.793,7.596,15.01,9.238,7.49,0.102079,0.355661,0.014649,2.811667,0.110693,3.4756,0.9135,-2.1907,4.2087,-0.224505,-6.109096,0.017263,0.469743,0.241768,6.578839
P_1333,2250.35128,1199.98061,13.109,7.754,15.454,9.75,6.757,0.107574,0.347777,0.016637,2.875403,0.108263,1.1151,-0.1914,-2.3916,2.6457,-0.226934,-6.1752,0.005114,0.139167,0.232049,6.314367
P_1334,1929.91448,1047.39007,14.598,8.499,16.985,6.901,6.289,0.110918,0.339143,0.018138,2.94861,0.120756,-1.1815,-3.2229,-0.2254,3.44,-0.21444,-5.835211,-0.004266,-0.116084,0.210174,5.719126
P_1335,2051.02059,1107.87723,13.595,7.997,15.985,9.503,6.287,0.109991,0.342281,0.017673,2.92158,0.119196,-0.902,3.1749,0.8828,3.4166,-0.216001,-5.877698,-0.001872,-0.050934,0.21413,5.826764
P_1336,2575.69577,1299.64313,11.92,7.16,13.67,10.77,8.817,0.120519,0.320644,0.022649,3.11872,0.112638,1.8844,2.2254,0.1321,2.9191,-0.222559,-6.056125,-0.013555,-0.368864,0.209003,5.687261
P_1337,2993.53822,1487.61566,15.862,9.131,18.149,11.136,6.939,0.113253,0.351239,0.018258,2.847061,0.107905,0.221,0.0142,1.2546,1.274,-0.22729,-6.184873,0.004373,0.118986,0.231663,6.303859
P_1338,3039.80668,1481.20472,13.077,7.739,14.865,10.501,9.35,0.110683,0.326411,0.018766,3.063621,0.120269,1.4234,-3.4623,-1.969,4.2297,-0.214927,-5.848469,-0.005834,-0.158754,0.209093,5.689715
P_1339,2203.79771,1144.91175,11.592,6.996,13.736,8.649,7.681,0.135192,0.312755,0.029219,3.197394,0.097252,-0.4756,2.4885,-1.0104,2.7276,-0.237948,-6.474889,-0.043791,-1.191608,0.194157,5.283281
P_1340,2178.37109,1132.8269,12.704,7.552,14.685,10.603,6.511,0.119814,0.344864,0.020813,2.89969,0.102556,-0.6575,-2.6592,0.8861,2.879,-0.232643,-6.330543,-0.005861,-0.159485,0.226782,6.171058
P_1341,2241.13103,1157.86165,11.65,7.025,13.92,10.996,6.315,0.098639,0.354583,0.01372,2.820211,0.11813,0.0179,1.1115,0.2327,1.1357,-0.21707,-5.906772,0.007809,0.212484,0.224879,6.119256
P_1342,1305.00057,741.40367,8.915,5.658,11.38,6.599,6.043,0.107811,0.466247,0.012465,2.144784,0.079968,-1.2404,1.1873,0.0067,1.717,-0.255233,-6.945236,0.069195,1.882884,0.324427,8.828121
P_1343,1316.7302,766.55953,10.193,6.297,12.503,6.954,5.467,0.117623,0.44649,0.015493,2.23969,0.074914,1.1024,0.5887,1.4097,1.8839,-0.260275,-7.082453,0.021642,0.588917,0.281918,7.67137
P_1344,2739.66883,1431.40617,13.362,7.881,15.191,9.965,8.038,0.15041,0.279439,0.04048,3.578593,0.101991,1.8186,-1.4347,1.9054,2.9994,-0.233206,-6.345853,-0.075597,-2.05711,0.157608,4.288743
P_1345,3265.91114,1737.94898,16.63,9.515,18.561,15.661,6.988,0.123929,0.342576,0.022416,2.919056,0.100241,1.32,0.3877,-1.5897,2.1023,-0.234957,-6.393506,-0.006609,-0.17985,0.228348,6.213656
P_1346,2378.81134,1276.64833,12.188,7.294,14.167,9.732,8.03,0.125126,0.365015,0.021446,2.739616,0.091185,0.9474,0.0723,0.1553,0.9627,-0.244013,-6.639933,-0.001838,-0.050012,0.242175,6.589921
P_1347,2937.71209,1538.56444,15.009,8.704,17.014,12.206,10.58,0.114082,0.376454,0.017286,2.656366,0.100036,0.8358,-1.1693,0.3016,1.4686,-0.235161,-6.399066,0.005218,0.141997,0.24038,6.541063
P_1348,1832.20267,990.70634,11.204,6.802,13.525,8.818,7.436,0.114498,0.326413,0.020082,3.063607,0.119598,1.6601,-2.6017,-0.833,3.1966,-0.215599,-5.86674,-0.00879,-0.239182,0.206809,5.627557
P_1349,2035.14024,1086.56337,11.674,7.362,14.69,8.654,7.405,0.117978,0.313181,0.022222,3.193047,0.11794,2.9061,0.9463,3.0751,4.3356,-0.217258,-5.911879,-0.018191,-0.495016,0.199066,5.416864
P_1350,1886.58333,994.04719,12.134,7.267,14.344,7.426,5.9,0.108568,0.341015,0.017282,2.932425,0.119549,0.9927,3.0016,1.177,3.3735,-0.215647,-5.868061,-0.006601,-0.179613,0.209047,5.688449
P_1351,1948.86804,1068.03773,15.087,8.744,17.455,8.024,6.616,0.112235,0.336008,0.018745,2.97612,0.120984,-1.5067,-2.9177,0.5107,3.3233,-0.214212,-5.829012,-0.007471,-0.203306,0.206741,5.625706
P_1352,2069.87244,1102.15682,11.311,6.856,13.669,11.67,6.979,0.113585,0.332715,0.019388,3.005575,0.120264,0.2118,-0.2251,-2.872,2.8886,-0.214932,-5.848595,-0.009296,-0.252967,0.205636,5.595628
P_1353,2479.82734,1292.37711,12.943,7.672,14.68,13.683,6.331,0.118484,0.312985,0.022427,3.195037,0.119293,-0.2334,2.9032,1.39,3.2272,-0.215903,-5.875032,-0.013187,-0.358846,0.202716,5.516185
P_1354,2328.63566,1190.41615,11.185,6.793,13.174,10.379,7.768,0.116062,0.329596,0.020435,3.034017,0.118165,-0.5143,0.0633,-2.8784,2.9246,-0.21703,-5.905691,-0.011683,-0.317911,0.205347,5.58778
P_1355,2370.18646,1239.88924,12.97,7.685,15.308,12.399,6.876,0.111135,0.332936,0.018549,3.003582,0.121862,1.8723,-1.2733,2.2729,3.2082,-0.213333,-5.805095,-0.006386,-0.173762,0.206948,5.631333
P_1356,2198.18045,1173.87372,11.832,7.116,14.229,11.372,6.991,0.113364,0.332275,0.019339,3.009552,0.120206,-0.2173,0.4524,-2.9715,3.0135,-0.214991,-5.85019,-0.008839,-0.240509,0.206152,5.609682
P_1357,3410.88246,1720.96621,13.947,8.173,15.332,13.829,11.769,0.121441,0.295934,0.024918,3.379134,0.120047,-0.4673,-0.6027,-2.9074,3.0057,-0.215149,-5.854496,-0.015471,-0.421001,0.199677,5.433495
